"","Month","MoY","SCODE","STATION","NAME","LATITUDE","LONGITUDE","DATE","Year","Day","DoY","Time","PRCP","TAVG","TMAX","TMIN","MAVG","MMAX","NormalMMAX"
"3940",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-14",2017,14,"05-14",9996,0,24.5,28.6,20.4,24.4483870967742,28.3774193548387,27.9907427341227
"4012",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-21",2017,21,"05-21",10003,0,24.4,29.2,19.6,24.4483870967742,28.3774193548387,27.9907427341227
"4052",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-20",2017,20,"05-20",10002,1.2,24.6,28.7,20.5,24.4483870967742,28.3774193548387,27.9907427341227
"4101",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-13",2017,13,"05-13",9995,6.2,24.6,28.8,20.4,24.4483870967742,28.3774193548387,27.9907427341227
"4132",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-18",2017,18,"05-18",10000,5.2,25.5,28.4,22.6,24.4483870967742,28.3774193548387,27.9907427341227
"4133",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-19",2017,19,"05-19",10001,3.6,22.85,25.4,20.3,24.4483870967742,28.3774193548387,27.9907427341227
"4159",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-17",2017,17,"05-17",9999,0,24.55,25.9,23.2,24.4483870967742,28.3774193548387,27.9907427341227
"4181",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-12",2017,12,"05-12",9994,0,22.75,28.2,17.3,24.4483870967742,28.3774193548387,27.9907427341227
"4261",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-11",2017,11,"05-11",9993,0,24.4,27.7,21.1,24.4483870967742,28.3774193548387,27.9907427341227
"4289",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-10",2017,10,"05-10",9992,0,23.9,28.7,19.1,24.4483870967742,28.3774193548387,27.9907427341227
"4343",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-09",2017,9,"05-09",9991,0.2,24,29.1,18.9,24.4483870967742,28.3774193548387,27.9907427341227
"4384",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-08",2017,8,"05-08",9990,5.6,24.7,28.3,21.1,24.4483870967742,28.3774193548387,27.9907427341227
"4399",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-06",2017,6,"05-06",9988,2.6,25.35,29.1,21.6,24.4483870967742,28.3774193548387,27.9907427341227
"4411",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-07",2017,7,"05-07",9989,9.6,23.6,25.4,21.8,24.4483870967742,28.3774193548387,27.9907427341227
"4439",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-05",2017,5,"05-05",9987,24.4,24.95,28.3,21.6,24.4483870967742,28.3774193548387,27.9907427341227
"4451",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-03",2017,3,"05-03",9985,0,25.3,29.8,20.8,24.4483870967742,28.3774193548387,27.9907427341227
"4452",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-02",2017,2,"05-02",9984,0.4,24.8,29.9,19.7,24.4483870967742,28.3774193548387,27.9907427341227
"4464",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-01",2017,1,"05-01",9983,3.2,24.55,29.3,19.8,24.4483870967742,28.3774193548387,27.9907427341227
"4466",5,"2017-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-05-04",2017,4,"05-04",9986,0.2,24.95,29.3,20.6,24.4483870967742,28.3774193548387,27.9907427341227
"4539",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-30",2017,30,"06-30",10043,4.4,22.55,24.3,20.8,22.5216666666667,26.18,26.5115555555556
"4548",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-29",2017,29,"06-29",10042,4.4,22.3,23.5,21.1,22.5216666666667,26.18,26.5115555555556
"4588",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-25",2017,25,"06-25",10038,5.2,23.2,27.3,19.1,22.5216666666667,26.18,26.5115555555556
"4604",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-24",2017,24,"06-24",10037,1.2,22.45,25.6,19.3,22.5216666666667,26.18,26.5115555555556
"4618",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-23",2017,23,"06-23",10036,1,23.5,27.3,19.7,22.5216666666667,26.18,26.5115555555556
"4646",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-28",2017,28,"06-28",10041,2,24.45,28.1,20.8,22.5216666666667,26.18,26.5115555555556
"4658",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-22",2017,22,"06-22",10035,0.2,23.55,27.4,19.7,22.5216666666667,26.18,26.5115555555556
"4666",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-20",2017,20,"06-20",10033,0,22.1,26.8,17.4,22.5216666666667,26.18,26.5115555555556
"4672",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-21",2017,21,"06-21",10034,0.4,23,26.1,19.9,22.5216666666667,26.18,26.5115555555556
"4680",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-19",2017,19,"06-19",10032,0,22.95,27.5,18.4,22.5216666666667,26.18,26.5115555555556
"4762",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-18",2017,18,"06-18",10031,0,23.85,28.7,19,22.5216666666667,26.18,26.5115555555556
"4789",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-17",2017,17,"06-17",10030,0,24.85,28.2,21.5,22.5216666666667,26.18,26.5115555555556
"4794",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-27",2017,27,"06-27",10040,3,24,27.8,20.2,22.5216666666667,26.18,26.5115555555556
"4809",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-15",2017,15,"06-15",10028,0,21.75,25.8,17.7,22.5216666666667,26.18,26.5115555555556
"4829",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-16",2017,16,"06-16",10029,0,23.85,26.4,21.3,22.5216666666667,26.18,26.5115555555556
"4834",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-26",2017,26,"06-26",10039,0,22.95,27.2,18.7,22.5216666666667,26.18,26.5115555555556
"4836",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-14",2017,14,"06-14",10027,0,21.6,25.5,17.7,22.5216666666667,26.18,26.5115555555556
"4863",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-13",2017,13,"06-13",10026,0,21.7,26.7,16.7,22.5216666666667,26.18,26.5115555555556
"4971",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-12",2017,12,"06-12",10025,1.4,22.3,26.9,17.7,22.5216666666667,26.18,26.5115555555556
"5011",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-11",2017,11,"06-11",10024,0,21.4,23.3,19.5,22.5216666666667,26.18,26.5115555555556
"5051",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-10",2017,10,"06-10",10023,0,21,25.9,16.1,22.5216666666667,26.18,26.5115555555556
"5091",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-09",2017,9,"06-09",10022,0,18.7,24.6,12.8,22.5216666666667,26.18,26.5115555555556
"5131",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-08",2017,8,"06-08",10021,0,19.1,25.6,12.6,22.5216666666667,26.18,26.5115555555556
"5132",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-07",2017,7,"06-07",10020,0,22.3,26.9,17.7,22.5216666666667,26.18,26.5115555555556
"5172",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-06",2017,6,"06-06",10019,3.2,22.2,25.5,18.9,22.5216666666667,26.18,26.5115555555556
"5187",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-05",2017,5,"06-05",10018,7.8,21.4,23.6,19.2,22.5216666666667,26.18,26.5115555555556
"5201",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-04",2017,4,"06-04",10017,0.4,23.3,26.5,20.1,22.5216666666667,26.18,26.5115555555556
"5215",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-03",2017,3,"06-03",10016,0,22.65,25.1,20.2,22.5216666666667,26.18,26.5115555555556
"5255",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-02",2017,2,"06-02",10015,0,22.85,25.2,20.5,22.5216666666667,26.18,26.5115555555556
"5269",6,"2017-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-06-01",2017,1,"06-01",10014,0,23.85,26.1,21.6,22.5216666666667,26.18,26.5115555555556
"5444",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-31",2017,31,"07-31",10074,0,23.3,26.5,20.1,23.2048387096774,26.9612903225806,26.1733046286329
"5484",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-26",2017,26,"07-26",10069,0,21.6,23.3,19.9,23.2048387096774,26.9612903225806,26.1733046286329
"5487",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-30",2017,30,"07-30",10073,0,23.35,27,19.7,23.2048387096774,26.9612903225806,26.1733046286329
"5514",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-25",2017,25,"07-25",10068,0,24,27.3,20.7,23.2048387096774,26.9612903225806,26.1733046286329
"5542",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-23",2017,23,"07-23",10066,0,23.5,27.9,19.1,23.2048387096774,26.9612903225806,26.1733046286329
"5554",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-24",2017,24,"07-24",10067,0,23.95,27.6,20.3,23.2048387096774,26.9612903225806,26.1733046286329
"5569",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-22",2017,22,"07-22",10065,0,22.9,27,18.8,23.2048387096774,26.9612903225806,26.1733046286329
"5576",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-21",2017,21,"07-21",10064,0,21.85,26.3,17.4,23.2048387096774,26.9612903225806,26.1733046286329
"5590",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-20",2017,20,"07-20",10063,0,21.45,27.1,15.8,23.2048387096774,26.9612903225806,26.1733046286329
"5597",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-29",2017,29,"07-29",10072,0,23.55,26.5,20.6,23.2048387096774,26.9612903225806,26.1733046286329
"5645",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-19",2017,19,"07-19",10062,0,24.15,29.3,19,23.2048387096774,26.9612903225806,26.1733046286329
"5646",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-18",2017,18,"07-18",10061,0,22.8,28,17.6,23.2048387096774,26.9612903225806,26.1733046286329
"5673",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-17",2017,17,"07-17",10060,0,22.35,27.4,17.3,23.2048387096774,26.9612903225806,26.1733046286329
"5785",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-28",2017,28,"07-28",10071,1.8,23,26.8,19.2,23.2048387096774,26.9612903225806,26.1733046286329
"5804",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-15",2017,15,"07-15",10058,0.4,22.85,26.3,19.4,23.2048387096774,26.9612903225806,26.1733046286329
"5844",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-14",2017,14,"07-14",10057,2.2,23.1,26.7,19.5,23.2048387096774,26.9612903225806,26.1733046286329
"5845",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-16",2017,16,"07-16",10059,0,22.65,27.4,17.9,23.2048387096774,26.9612903225806,26.1733046286329
"5884",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-13",2017,13,"07-13",10056,5.4,23.1,26.1,20.1,23.2048387096774,26.9612903225806,26.1733046286329
"5923",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-11",2017,11,"07-11",10054,0,25.4,28.5,22.3,23.2048387096774,26.9612903225806,26.1733046286329
"5924",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-12",2017,12,"07-12",10055,1.2,24.35,27.2,21.5,23.2048387096774,26.9612903225806,26.1733046286329
"5932",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-27",2017,27,"07-27",10070,2.4,22,24.6,19.4,23.2048387096774,26.9612903225806,26.1733046286329
"5962",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-09",2017,9,"07-09",10052,0,23.5,27.8,19.2,23.2048387096774,26.9612903225806,26.1733046286329
"5963",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-10",2017,10,"07-10",10053,0,24.85,28.4,21.3,23.2048387096774,26.9612903225806,26.1733046286329
"6002",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-08",2017,8,"07-08",10051,0,22.4,28.1,16.7,23.2048387096774,26.9612903225806,26.1733046286329
"6042",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-07",2017,7,"07-07",10050,0,22.5,27.9,17.1,23.2048387096774,26.9612903225806,26.1733046286329
"6110",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-06",2017,6,"07-06",10049,0,23.7,27.9,19.5,23.2048387096774,26.9612903225806,26.1733046286329
"6124",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-05",2017,5,"07-05",10048,0,24.4,27.9,20.9,23.2048387096774,26.9612903225806,26.1733046286329
"6138",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-04",2017,4,"07-04",10047,4,23.9,27.4,20.4,23.2048387096774,26.9612903225806,26.1733046286329
"6165",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-03",2017,3,"07-03",10046,27,22.55,23.9,21.2,23.2048387096774,26.9612903225806,26.1733046286329
"6179",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-02",2017,2,"07-02",10045,3.2,22.9,24.8,21,23.2048387096774,26.9612903225806,26.1733046286329
"6219",7,"2017-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-07-01",2017,1,"07-01",10044,2.4,23.45,26.9,20,23.2048387096774,26.9612903225806,26.1733046286329
"6361",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-29",2017,29,"08-29",10103,0,23.1,29,17.2,23.4645161290323,28.5032258064516,26.997093649085
"6368",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-30",2017,30,"08-30",10104,0,23.5,29.1,17.9,23.4645161290323,28.5032258064516,26.997093649085
"6370",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-31",2017,31,"08-31",10105,0,23.2,29.2,17.2,23.4645161290323,28.5032258064516,26.997093649085
"6372",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-28",2017,28,"08-28",10102,0,22.65,28.7,16.6,23.4645161290323,28.5032258064516,26.997093649085
"6382",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-27",2017,27,"08-27",10101,0,23.8,28.2,19.4,23.4645161290323,28.5032258064516,26.997093649085
"6492",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-26",2017,26,"08-26",10100,0,22.95,29,16.9,23.4645161290323,28.5032258064516,26.997093649085
"6559",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-24",2017,24,"08-24",10098,0,22.45,28,16.9,23.4645161290323,28.5032258064516,26.997093649085
"6560",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-25",2017,25,"08-25",10099,0,22.1,28.9,15.3,23.4645161290323,28.5032258064516,26.997093649085
"6585",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-22",2017,22,"08-22",10096,0,21.1,27.9,14.3,23.4645161290323,28.5032258064516,26.997093649085
"6586",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-23",2017,23,"08-23",10097,0,23.55,28.8,18.3,23.4645161290323,28.5032258064516,26.997093649085
"6597",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-16",2017,16,"08-16",10090,0,22.05,28.5,15.6,23.4645161290323,28.5032258064516,26.997093649085
"6650",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-14",2017,14,"08-14",10088,0,23.85,28.6,19.1,23.4645161290323,28.5032258064516,26.997093649085
"6651",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-15",2017,15,"08-15",10089,0,23.35,28.3,18.4,23.4645161290323,28.5032258064516,26.997093649085
"6759",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-21",2017,21,"08-21",10095,0,23.05,26.7,19.4,23.4645161290323,28.5032258064516,26.997093649085
"6799",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-20",2017,20,"08-20",10094,0,23.25,28,18.5,23.4645161290323,28.5032258064516,26.997093649085
"6810",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-12",2017,12,"08-12",10086,0,23.8,28.8,18.8,23.4645161290323,28.5032258064516,26.997093649085
"6811",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-13",2017,13,"08-13",10087,0,23.65,28.5,18.8,23.4645161290323,28.5032258064516,26.997093649085
"6839",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-19",2017,19,"08-19",10093,0,22.85,29.8,15.9,23.4645161290323,28.5032258064516,26.997093649085
"6878",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-17",2017,17,"08-17",10091,0,23.3,28.4,18.2,23.4645161290323,28.5032258064516,26.997093649085
"6879",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-18",2017,18,"08-18",10092,0,22.15,27.9,16.4,23.4645161290323,28.5032258064516,26.997093649085
"6889",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-10",2017,10,"08-10",10084,1,24.15,28.4,19.9,23.4645161290323,28.5032258064516,26.997093649085
"6890",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-11",2017,11,"08-11",10085,0,24,28.2,19.8,23.4645161290323,28.5032258064516,26.997093649085
"6968",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-08",2017,8,"08-08",10082,0,25.35,30,20.7,23.4645161290323,28.5032258064516,26.997093649085
"6969",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-09",2017,9,"08-09",10083,0,24.15,27.9,20.4,23.4645161290323,28.5032258064516,26.997093649085
"7048",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-07",2017,7,"08-07",10081,0,24.2,28.9,19.5,23.4645161290323,28.5032258064516,26.997093649085
"7115",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-06",2017,6,"08-06",10080,0.2,25.35,29,21.7,23.4645161290323,28.5032258064516,26.997093649085
"7182",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-05",2017,5,"08-05",10079,0,23.9,28.3,19.5,23.4645161290323,28.5032258064516,26.997093649085
"7208",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-04",2017,4,"08-04",10078,0,24.6,27.9,21.3,23.4645161290323,28.5032258064516,26.997093649085
"7209",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-03",2017,3,"08-03",10077,0,23.85,28.5,19.2,23.4645161290323,28.5032258064516,26.997093649085
"7234",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-02",2017,2,"08-02",10076,0,24.5,28.5,20.5,23.4645161290323,28.5032258064516,26.997093649085
"7235",8,"2017-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-08-01",2017,1,"08-01",10075,0.2,23.65,27.7,19.6,23.4645161290323,28.5032258064516,26.997093649085
"7291",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-30",2017,30,"09-30",10135,0,23.85,28.7,19,24.125,29.0666666666667,28.6544444444444
"7308",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-29",2017,29,"09-29",10134,0,24.85,29.8,19.9,24.125,29.0666666666667,28.6544444444444
"7314",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-28",2017,28,"09-28",10133,0,25,29.6,20.4,24.125,29.0666666666667,28.6544444444444
"7317",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-27",2017,27,"09-27",10132,0,24.4,29.3,19.5,24.125,29.0666666666667,28.6544444444444
"7326",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-26",2017,26,"09-26",10131,0,23.6,28.9,18.3,24.125,29.0666666666667,28.6544444444444
"7417",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-25",2017,25,"09-25",10130,0,23.15,29.4,16.9,24.125,29.0666666666667,28.6544444444444
"7450",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-15",2017,15,"09-15",10120,0,24.3,29.3,19.3,24.125,29.0666666666667,28.6544444444444
"7484",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-23",2017,23,"09-23",10128,0,24.65,29.5,19.8,24.125,29.0666666666667,28.6544444444444
"7491",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-14",2017,14,"09-14",10119,0,25,28.4,21.6,24.125,29.0666666666667,28.6544444444444
"7510",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-21",2017,21,"09-21",10126,0,24.2,29.6,18.8,24.125,29.0666666666667,28.6544444444444
"7511",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-22",2017,22,"09-22",10127,0,24.9,29.6,20.2,24.125,29.0666666666667,28.6544444444444
"7512",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-24",2017,24,"09-24",10129,0,24.2,29.3,19.1,24.125,29.0666666666667,28.6544444444444
"7571",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-13",2017,13,"09-13",10118,0,24.8,29.4,20.2,24.125,29.0666666666667,28.6544444444444
"7643",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-20",2017,20,"09-20",10125,2.8,24.6,29,20.2,24.125,29.0666666666667,28.6544444444444
"7683",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-19",2017,19,"09-19",10124,46.4,23.45,25.4,21.5,24.125,29.0666666666667,28.6544444444444
"7732",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-12",2017,12,"09-12",10117,0,25.35,29.5,21.2,24.125,29.0666666666667,28.6544444444444
"7764",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-18",2017,18,"09-18",10123,1.2,24.05,27.9,20.2,24.125,29.0666666666667,28.6544444444444
"7803",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-16",2017,16,"09-16",10121,0,25.25,29.1,21.4,24.125,29.0666666666667,28.6544444444444
"7804",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-17",2017,17,"09-17",10122,0,24.25,29.6,18.9,24.125,29.0666666666667,28.6544444444444
"7812",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-11",2017,11,"09-11",10116,0,24.65,29.1,20.2,24.125,29.0666666666667,28.6544444444444
"7892",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-10",2017,10,"09-10",10115,0,23.95,28.7,19.2,24.125,29.0666666666667,28.6544444444444
"7946",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-09",2017,9,"09-09",10114,0,24.1,29.1,19.1,24.125,29.0666666666667,28.6544444444444
"7987",9,"2017-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2017-09-08",2017,8,"09-08",10113,0,23.7,29.3,18.1,24.125,29.0666666666667,28.6544444444444
